"Area name","Area code","Area type","Specimen date","Daily lab-confirmed cases","Cumulative lab-confirmed cases"
"Islington","E09000019","Upper tier local authority","2020-03-24",20,124
"Kensington and Chelsea","E09000020","Upper tier local authority","2020-03-24",7,113
"Kent","E10000016","Upper tier local authority","2020-03-24",37,207
"Kingston upon Hull, City of","E06000010","Upper tier local authority","2020-03-24",1,5
"Kingston upon Thames","E09000021","Upper tier local authority","2020-03-24",16,64
"Kirklees","E08000034","Upper tier local authority","2020-03-24",6,34
"Knowsley","E08000011","Upper tier local authority","2020-03-24",4,16
"Lambeth","E09000022","Upper tier local authority","2020-03-24",26,278
"Lancashire","E10000017","Upper tier local authority","2020-03-24",41,161
"Leeds","E08000035","Upper tier local authority","2020-03-24",18,86
"Leicester","E06000016","Upper tier local authority","2020-03-24",20,64
"Leicestershire","E10000018","Upper tier local authority","2020-03-24",21,131
"Lewisham","E09000023","Upper tier local authority","2020-03-24",15,164
"Lincolnshire","E10000019","Upper tier local authority","2020-03-24",13,56
"Liverpool","E08000012","Upper tier local authority","2020-03-24",25,115
"Luton","E06000032","Upper tier local authority","2020-03-24",15,57
"Manchester","E08000003","Upper tier local authority","2020-03-24",8,66
"Medway","E06000035","Upper tier local authority","2020-03-24",16,62
"Merton","E09000024","Upper tier local authority","2020-03-24",23,136
"Middlesbrough","E06000002","Upper tier local authority","2020-03-24",2,10
"Milton Keynes","E06000042","Upper tier local authority","2020-03-24",14,71
"Newcastle upon Tyne","E08000021","Upper tier local authority","2020-03-24",20,87
"Newham","E09000025","Upper tier local authority","2020-03-24",12,124
"Norfolk","E10000020","Upper tier local authority","2020-03-24",14,76
"North East Lincolnshire","E06000012","Upper tier local authority","2020-03-24",4,10
"North Lincolnshire","E06000013","Upper tier local authority","2020-03-24",1,7
"North Somerset","E06000024","Upper tier local authority","2020-03-24",1,21
"North Tyneside","E08000022","Upper tier local authority","2020-03-24",4,27
"North Yorkshire","E10000023","Upper tier local authority","2020-03-24",9,65
"Northamptonshire","E10000021","Upper tier local authority","2020-03-24",16,98
"Northumberland","E06000057","Upper tier local authority","2020-03-24",8,28
"Nottingham","E06000018","Upper tier local authority","2020-03-24",7,63
"Nottinghamshire","E10000024","Upper tier local authority","2020-03-24",17,114
"Oldham","E08000004","Upper tier local authority","2020-03-24",12,58
"Oxfordshire","E10000025","Upper tier local authority","2020-03-24",22,128
"Peterborough","E06000031","Upper tier local authority","2020-03-24",2,21
"Plymouth","E06000026","Upper tier local authority","2020-03-24",7,26
"Portsmouth","E06000044","Upper tier local authority","2020-03-24",6,51
"Reading","E06000038","Upper tier local authority","2020-03-24",2,28
"Redbridge","E09000026","Upper tier local authority","2020-03-24",11,106
"Redcar and Cleveland","E06000003","Upper tier local authority","2020-03-24",2,11
"Richmond upon Thames","E09000027","Upper tier local authority","2020-03-24",13,76
"Rochdale","E08000005","Upper tier local authority","2020-03-24",7,43
"Rotherham","E08000018","Upper tier local authority","2020-03-24",12,50
"Rutland","E06000017","Upper tier local authority","2020-03-24",1,2
"Salford","E08000006","Upper tier local authority","2020-03-24",16,72
"Sandwell","E08000028","Upper tier local authority","2020-03-24",17,112
"Sefton","E08000014","Upper tier local authority","2020-03-24",7,34
"Sheffield","E08000019","Upper tier local authority","2020-03-24",59,332
"Shropshire","E06000051","Upper tier local authority","2020-03-24",9,53
"Slough","E06000039","Upper tier local authority","2020-03-24",7,73
"Solihull","E08000029","Upper tier local authority","2020-03-24",15,45
"Somerset","E10000027","Upper tier local authority","2020-03-24",4,32
"South Gloucestershire","E06000025","Upper tier local authority","2020-03-24",5,36
"South Tyneside","E08000023","Upper tier local authority","2020-03-24",5,15
"Southampton","E06000045","Upper tier local authority","2020-03-24",2,35
"Southend-on-Sea","E06000033","Upper tier local authority","2020-03-24",6,25
"Southwark","E09000028","Upper tier local authority","2020-03-24",31,283
"St. Helens","E08000013","Upper tier local authority","2020-03-24",11,29
"Staffordshire","E10000028","Upper tier local authority","2020-03-24",21,158
"Stockport","E08000007","Upper tier local authority","2020-03-24",10,65
"Stockton-on-Tees","E06000004","Upper tier local authority","2020-03-24",2,17
"Stoke-on-Trent","E06000021","Upper tier local authority","2020-03-24",5,20
"Suffolk","E10000029","Upper tier local authority","2020-03-24",12,72
"Sunderland","E08000024","Upper tier local authority","2020-03-24",18,43
"Surrey","E10000030","Upper tier local authority","2020-03-24",41,325
"Sutton","E09000029","Upper tier local authority","2020-03-24",17,95
"Swindon","E06000030","Upper tier local authority","2020-03-24",4,19
"Tameside","E08000008","Upper tier local authority","2020-03-24",5,48
"Telford and Wrekin","E06000020","Upper tier local authority","2020-03-24",4,23
"Thurrock","E06000034","Upper tier local authority","2020-03-24",2,33
"Torbay","E06000027","Upper tier local authority","2020-03-24",2,21
"Tower Hamlets","E09000030","Upper tier local authority","2020-03-24",17,105
"Trafford","E08000009","Upper tier local authority","2020-03-24",10,60
"Wakefield","E08000036","Upper tier local authority","2020-03-24",7,33
"Walsall","E08000030","Upper tier local authority","2020-03-24",16,106
"Waltham Forest","E09000031","Upper tier local authority","2020-03-24",11,102
"Wandsworth","E09000032","Upper tier local authority","2020-03-24",28,240
"Warrington","E06000007","Upper tier local authority","2020-03-24",3,18
"Warwickshire","E10000031","Upper tier local authority","2020-03-24",20,135
"West Berkshire","E06000037","Upper tier local authority","2020-03-24",3,33
"West Sussex","E10000032","Upper tier local authority","2020-03-24",20,109
"Westminster","E09000033","Upper tier local authority","2020-03-24",15,194
"Wigan","E08000010","Upper tier local authority","2020-03-24",6,25
"Wiltshire","E06000054","Upper tier local authority","2020-03-24",8,55
"Windsor and Maidenhead","E06000040","Upper tier local authority","2020-03-24",2,46
"Wirral","E08000015","Upper tier local authority","2020-03-24",10,38
"Wokingham","E06000041","Upper tier local authority","2020-03-24",1,26
"Wolverhampton","E08000031","Upper tier local authority","2020-03-24",24,136
"Worcestershire","E10000034","Upper tier local authority","2020-03-24",17,109
"York","E06000014","Upper tier local authority","2020-03-24",2,16
"England","E92000001","Country","2020-03-23",2023,11072
"West Midlands","E12000005","Region","2020-03-23",239,1236
"East of England","E12000006","Region","2020-03-23",204,787
"North West","E12000002","Region","2020-03-23",176,994
"East Midlands","E12000004","Region","2020-03-23",117,684
"South West","E12000009","Region","2020-03-23",62,461
"London","E12000007","Region","2020-03-23",686,4201
"Yorkshire and The Humber","E12000003","Region","2020-03-23",144,645
"North East","E12000001","Region","2020-03-23",59,222
"South East","E12000008","Region","2020-03-23",280,1514
"Barking and Dagenham","E09000002","Upper tier local authority","2020-03-23",11,71
"Barnet","E09000003","Upper tier local authority","2020-03-23",30,205
"Barnsley","E08000016","Upper tier local authority","2020-03-23",13,42
"Bath and North East Somerset","E06000022","Upper tier local authority","2020-03-23",4,23
"Bedford","E06000055","Upper tier local authority","2020-03-23",11,24
"Bexley","E09000004","Upper tier local authority","2020-03-23",17,80
"Birmingham","E08000025","Upper tier local authority","2020-03-23",65,334
"Blackburn with Darwen","E06000008","Upper tier local authority","2020-03-23",3,7
"Blackpool","E06000009","Upper tier local authority","2020-03-23",1,9
"Bolton","E08000001","Upper tier local authority","2020-03-23",2,26
"Bournemouth, Christchurch and Poole","E06000058","Upper tier local authority","2020-03-23",1,17
"Bracknell Forest","E06000036","Upper tier local authority","2020-03-23",2,17
"Bradford","E08000032","Upper tier local authority","2020-03-23",6,26
"Brent","E09000005","Upper tier local authority","2020-03-23",46,236
"Brighton and Hove","E06000043","Upper tier local authority","2020-03-23",4,31
"Bristol, City of","E06000023","Upper tier local authority","2020-03-23",9,50
"Bromley","E09000006","Upper tier local authority","2020-03-23",35,161
"Buckinghamshire","E10000002","Upper tier local authority","2020-03-23",8,104
"Bury","E08000002","Upper tier local authority","2020-03-23",3,27
"Calderdale","E08000033","Upper tier local authority","2020-03-23",2,9
"Cambridgeshire","E10000003","Upper tier local authority","2020-03-23",14,70
"Camden","E09000007","Upper tier local authority","2020-03-23",15,102
"Central Bedfordshire","E06000056","Upper tier local authority","2020-03-23",10,42
"Cheshire East","E06000049","Upper tier local authority","2020-03-23",2,34
"Cheshire West and Chester","E06000050","Upper tier local authority","2020-03-23",5,29
"Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-03-23",6,41
"County Durham","E06000047","Upper tier local authority","2020-03-23",10,28
"Coventry","E08000026","Upper tier local authority","2020-03-23",11,53
"Croydon","E09000008","Upper tier local authority","2020-03-23",36,208
"Cumbria","E10000006","Upper tier local authority","2020-03-23",27,181
"Darlington","E06000005","Upper tier local authority","2020-03-23",1,4
"Derby","E06000015","Upper tier local authority","2020-03-23",17,76
"Derbyshire","E10000007","Upper tier local authority","2020-03-23",32,175
"Devon","E10000008","Upper tier local authority","2020-03-23",5,57
"Doncaster","E08000017","Upper tier local authority","2020-03-23",3,26
"Dorset","E06000059","Upper tier local authority","2020-03-23",4,29
"Dudley","E08000027","Upper tier local authority","2020-03-23",17,79
"Ealing","E09000009","Upper tier local authority","2020-03-23",29,172
"East Riding of Yorkshire","E06000011","Upper tier local authority","2020-03-23",5,23
"East Sussex","E10000011","Upper tier local authority","2020-03-23",3,35
"Enfield","E09000010","Upper tier local authority","2020-03-23",21,132
"Essex","E10000012","Upper tier local authority","2020-03-23",51,187
"Gateshead","E08000037","Upper tier local authority","2020-03-23",5,10
"Gloucestershire","E10000013","Upper tier local authority","2020-03-23",7,65
"Greenwich","E09000011","Upper tier local authority","2020-03-23",13,115
"Hackney","E09000012","Upper tier local authority","2020-03-23",20,104
"Hammersmith and Fulham","E09000013","Upper tier local authority","2020-03-23",14,100
"Hampshire","E10000014","Upper tier local authority","2020-03-23",49,296
"Haringey","E09000014","Upper tier local authority","2020-03-23",15,109
"Harrow","E09000015","Upper tier local authority","2020-03-23",19,165
"Havering","E09000016","Upper tier local authority","2020-03-23",10,68
"Herefordshire, County of","E06000019","Upper tier local authority","2020-03-23",6,21
"Hertfordshire","E10000015","Upper tier local authority","2020-03-23",58,231
"Hillingdon","E09000017","Upper tier local authority","2020-03-23",17,113
"Hounslow","E09000018","Upper tier local authority","2020-03-23",17,113
"Isle of Wight","E06000046","Upper tier local authority","2020-03-23",2,10
"Islington","E09000019","Upper tier local authority","2020-03-23",23,104
"Kensington and Chelsea","E09000020","Upper tier local authority","2020-03-23",8,106
"Kent","E10000016","Upper tier local authority","2020-03-23",48,170
"Kingston upon Thames","E09000021","Upper tier local authority","2020-03-23",11,48
"Kirklees","E08000034","Upper tier local authority","2020-03-23",4,28
"Knowsley","E08000011","Upper tier local authority","2020-03-23",1,12
"Lambeth","E09000022","Upper tier local authority","2020-03-23",28,252
"Lancashire","E10000017","Upper tier local authority","2020-03-23",35,120
"Leeds","E08000035","Upper tier local authority","2020-03-23",16,68
"Leicester","E06000016","Upper tier local authority","2020-03-23",11,44
"Leicestershire","E10000018","Upper tier local authority","2020-03-23",18,110
"Lewisham","E09000023","Upper tier local authority","2020-03-23",27,149
"Lincolnshire","E10000019","Upper tier local authority","2020-03-23",8,43
"Liverpool","E08000012","Upper tier local authority","2020-03-23",18,90
"Luton","E06000032","Upper tier local authority","2020-03-23",8,42
"Manchester","E08000003","Upper tier local authority","2020-03-23",12,58
"Medway","E06000035","Upper tier local authority","2020-03-23",11,46
"Merton","E09000024","Upper tier local authority","2020-03-23",15,113
"Middlesbrough","E06000002","Upper tier local authority","2020-03-23",1,8
"Milton Keynes","E06000042","Upper tier local authority","2020-03-23",22,57
"Newcastle upon Tyne","E08000021","Upper tier local authority","2020-03-23",18,67
"Newham","E09000025","Upper tier local authority","2020-03-23",26,112
"Norfolk","E10000020","Upper tier local authority","2020-03-23",12,62
"North East Lincolnshire","E06000012","Upper tier local authority","2020-03-23",2,6
"North Lincolnshire","E06000013","Upper tier local authority","2020-03-23",1,6
"North Tyneside","E08000022","Upper tier local authority","2020-03-23",4,23
"North Yorkshire","E10000023","Upper tier local authority","2020-03-23",13,56
